SIP,DIP,Prot,SPort,DPort,SBytes,SBytes_av,DBytes,DBytes_av,SBytes_std,DBytes_std,SBytes_max,DBytes_max,Start,Curr,Inter_av,Inter_std,Inter_max,NIdle,tIdle,tIdle_av,tIdle_std,NSPack,NDPack,SYN1,SYN2,FIN_init,FIN1,FIN2,T_Ind,T_Counter,T_Packets_max,T_Bytes_max,T_Dur_max,B_Counter,B_Packets,B_Packets_max,B_Bytes,B_Bytes_max,B_Dur,B_Dur_max,B_Ind,B_IndP,1B_Packets,1B_Bytes,1B_Dur,1B_Ind,Perc_B
219.253.193.39,131.243.142.39,TCP,80,4717,0,0.0,0,0,0.0,0,0,0,369.764064,0.0,0.0,0.0,0,0,0,0,0,1,0,False,False,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.141.88,207.245.43.136,TCP,1588,80,1573,157.3,11868,989.0,99093.20999999999,417195.66666666674,811,1460,369.444271,105.73852599999998,4.806296636363635,236.55608302194128,64.64613800000001,2,103.79529500000001,51.897647500000005,5711.779652125694,10,12,True,True,0,False,False,True,3,5,3423,39.45210900000001,2,9,5,10220,5840,1.0263679999999908,0.5485350000000153,2.0,2.0,4,4380,0.4778329999999755,2,0.4090909090909091
131.243.142.214,128.3.255.172,TCP,524,1044,1,1.0,0,0.0,0.0,0.0,1,0,369.235523,0.00023700000002691013,0.00011850000001345506,1.404225000318885e-08,0.00023700000002691013,0,0,0,0,1,1,False,False,0,False,False,True,1,2,0,0.00023700000002691013,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.141.187,128.3.183.109,TCP,524,1032,1,1.0,0,0.0,0.0,0.0,1,0,368.896605,0.0003609999999980573,0.00018049999999902866,3.2580249999649346e-08,0.0003609999999980573,0,0,0,0,1,1,False,False,0,False,False,True,1,2,0,0.0003609999999980573,0,0,0,0,0,0,0,0,0,0,0,0,1,0
128.3.190.52,131.243.140.156,TCP,1136,139,0,0.0,0,0.0,0.0,0.0,0,0,368.305076,0.0034980000000359723,0.0011660000000119908,6.859220000120605e-07,0.0018450000000029831,0,0,0,0,2,1,True,True,0,False,False,True,1,3,0,0.0034980000000359723,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.141.187,131.243.10.55,TCP,524,1058,1,1.0,0,0.0,0.0,0.0,1,0,368.074236,0.00035700000000815635,0.00017850000000407817,3.186225000145591e-08,0.00035700000000815635,0,0,0,0,1,1,False,False,0,False,False,True,1,2,0,0.00035700000000815635,0,0,0,0,0,0,0,0,0,0,0,0,1,0
128.3.194.143,131.243.141.125,TCP,1529,443,1207,134.11111111111111,2095,349.1666666666667,49552.98765432099,132737.47222222222,580,1126,368.047114,15.46658199999996,1.031105466666664,13.418793231315433,14.73428899999999,1,14.73428899999999,14.73428899999999,217.0992723355207,9,6,True,True,0,False,False,True,1,15,5904,15.46658199999996,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.170.122,131.243.140.86,TCP,1488,445,0,0.0,0,0.0,0.0,0.0,0,0,367.783644,1.0041570000000206,0.16735950000000344,0.055594213214584715,0.5018059999999878,0,0,0,0,3,3,True,False,0,False,False,True,1,6,0,1.0041570000000206,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.143.154,207.245.43.126,TCP,2419,80,500,55.55555555555556,15778,1213.6923076923076,24691.35802469136,273388.2130177517,500,1460,367.684467,0.6447330000000306,0.029306045454546847,0.003206174049953057,0.16615100000001348,0,0,0,0,9,13,True,True,0,False,False,True,2,13,15778,0.3267940000000067,1,4,4,4380,4380,0.004992000000015651,0.004992000000015651,2.0,2.0,4,4380,0.004992000000015651,2,0.18181818181818182
131.243.143.154,207.245.43.126,TCP,2418,80,500,55.55555555555556,15502,1192.4615384615386,24691.35802469136,280312.7100591713,500,1460,367.684217,0.6432389999999941,0.029238136363636095,0.003235170531572609,0.16639000000003534,0,0,0,0,9,13,True,True,0,False,False,True,2,13,15502,0.3270390000000134,1,4,4,4380,4380,0.003248999999982516,0.003248999999982516,2.0,2.0,4,4380,0.003248999999982516,2,0.18181818181818182
131.243.142.164,131.243.26.9,TCP,1579,524,0,0.0,0,0.0,0.0,0.0,0,0,367.493846,0.9087999999999852,0.1514666666666642,0.046513204945559675,0.5025810000000206,0,0,0,0,3,3,True,False,0,False,False,True,1,6,0,0.9087999999999852,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.140.105,128.3.18.120,TCP,524,1033,1,1.0,0,0.0,0.0,0.0,1,0,367.092099,0.00021799999996119368,0.00010899999998059684,1.1880999995770112e-08,0.00021799999996119368,0,0,0,0,1,1,False,False,0,False,False,True,1,2,0,0.00021799999996119368,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.143.171,118.133.106.156,TCP,1408,80,38362,238.27329192546583,279118,1018.6788321167883,147263.2917711508,279564.51728914713,1064,1460,366.408244,15.437729999999988,0.03548903448275859,0.15522993660020357,8.186892,1,8.186892,8.186892,67.025200619664,161,274,True,True,2,True,False,True,17,95,51026,8.809888,31,236,19,216510,19355,0.9106869999998253,0.4251160000000027,1.7096774193548387,1.6016949152542372,5,4300,0.0011240000000043437,2,0.542528735632184
128.3.194.143,131.243.141.125,TCP,1528,443,2447,106.3913043478261,20623,824.92,34664.06427221172,380755.1936,556,1460,365.806472,17.50697100000002,0.36472856250000046,4.0494566134482906,14.021837000000005,1,14.021837000000005,14.021837000000005,196.61191285456914,23,25,True,True,0,False,False,True,5,13,2994,15.262944000000005,4,19,7,19130,8503,0.0056340000000432156,0.0021300000000223918,1.75,1.7894736842105263,4,4643,0.0021300000000223918,2,0.3958333333333333
128.3.194.143,131.243.141.125,TCP,1527,80,853,94.77777777777777,4647,774.5,32280.39506172839,359241.25,488,1460,365.745541,0.05818799999997282,0.003879199999998188,0.00010968566349321087,0.04258599999997159,0,0,0,0,9,6,True,True,1,True,False,True,1,12,9052,0.05805800000001682,1,4,4,0,0,0.00012999999995599865,0.00012999999995599865,1.0,0.0,0,0,0,1,0.26666666666666666
131.243.143.154,56.161.219.74,TCP,2413,80,0,0.0,0,0.0,0.0,0.0,0,0,365.660956,4.109117000000026,1.3697056666666754,3.7507875614868893,4.108606000000009,1,4.108606000000009,4.108606000000009,0,2,1,True,True,0,False,False,True,1,3,0,4.109117000000026,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.143.154,56.161.230.233,TCP,2412,80,1086,77.57142857142857,23491,1236.3684210526317,22063.530612244896,201844.33795013814,362,1460,365.628468,0.8133869999999774,0.024648090909090224,0.00155690313862791,0.12968999999998232,0,0,0,0,14,19,True,True,0,False,False,True,2,19,21292,0.5142989999999941,1,4,4,5840,5840,0.0024980000000027758,0.0024980000000027758,2.0,2.0,4,5840,0.0024980000000027758,2,0.12121212121212122
131.243.143.154,56.161.230.233,TCP,2411,80,1086,63.88235294117647,32523,1300.92,19044.45674740484,160951.91359999985,362,1460,365.628343,0.8135170000000471,0.019369452380953504,0.0013141716085340004,0.13392300000003843,0,0,0,0,17,25,True,True,0,False,False,True,1,42,47525,0.8135170000000471,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.141.128,128.3.164.194,TCP,1459,993,7304,486.93333333333334,566,47.166666666666664,395366.59555555554,2526.9722222222226,1380,146,365.562389,169.877368,6.29175437037037,1020.7222355361038,169.198888,1,169.198888,169.198888,28628.263700436546,15,12,True,True,0,False,False,True,2,20,5569,0.3946470000000204,1,4,4,4114,4114,169.19913899999995,169.19913899999995,1.0,1.0,4,4114,169.19913899999995,1,0.14814814814814814
128.3.164.248,131.243.141.128,TCP,58923,113,0,0.0,0,0.0,0.0,0.0,0,0,365.404224,0.0013920000000098298,0.0006960000000049149,4.844160000068416e-07,0.0013920000000098298,0,0,0,0,1,1,True,False,0,False,False,True,1,2,0,0.0013920000000098298,0,0,0,0,0,0,0,0,0,0,0,0,1,0
57.200.145.50,131.243.141.13,TCP,22,928,20,20.0,0,0,0.0,0,20,0,365.390481,0.0,0.0,0.0,0,0,0,0,0,1,0,True,False,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.141.187,131.243.201.76,TCP,524,1038,1,1.0,0,0.0,0.0,0.0,1,0,364.778492,0.00036199999999553256,0.00018099999999776628,3.276099999919139e-08,0.00036199999999553256,0,0,0,0,1,1,False,False,0,False,False,True,1,2,0,0.00036199999999553256,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.141.187,128.3.18.138,TCP,524,1041,1,1.0,0,0.0,0.0,0.0,1,0,364.284071,0.0008330000000000837,0.00041650000000004184,1.7347225000003485e-07,0.0008330000000000837,0,0,0,0,1,1,False,False,0,False,False,True,1,2,0,0.0008330000000000837,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.141.91,128.3.164.194,TCP,1385,993,126,31.5,211,70.33333333333333,377.25,536.2222222222226,49,91,364.137382,0.19475699999998142,0.027822428571425917,0.0033685866419596406,0.16928400000000465,0,0,0,0,4,3,False,False,0,False,False,True,1,7,612,0.19475699999998142,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.141.187,131.243.84.185,TCP,524,1035,1,1.0,0,0.0,0.0,0.0,1,0,363.789212,0.00036199999999553256,0.00018099999999776628,3.276099999919139e-08,0.00036199999999553256,0,0,0,0,1,1,False,False,0,False,False,True,1,2,0,0.00036199999999553256,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.140.105,131.243.84.133,TCP,524,3009,1,1.0,0,0.0,0.0,0.0,1,0,363.467539,0.00048100000003614696,0.00024050000001807348,5.7840250008693345e-08,0.00048100000003614696,0,0,0,0,1,1,False,False,0,False,False,True,1,2,0,0.00048100000003614696,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.140.215,128.3.164.194,TCP,1598,993,508,46.18181818181818,875,87.5,1210.8760330578511,4706.049999999999,120,230,363.036546,0.3973829999999907,0.018922999999999558,0.0007347583197146134,0.10194500000000062,0,0,0,0,11,10,True,True,0,False,False,True,1,21,2500,0.3973829999999907,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.140.58,128.3.164.194,TCP,2295,993,1197,0.4661214953271028,6970901,1310.3197368421052,39.62657810361895,55205.85209166026,184,1380,362.674897,56.86301400000002,0.007208799949290063,0.14336162423626597,27.234538999999984,3,50.41255899999993,16.80418633333331,1115.2389017045186,2568,5320,True,True,0,False,False,True,385,62,78655,55.13576699999999,514,3492,29,3516064,38385,0.4883750000007012,0.010492999999996755,1.7587548638132295,1.7983963344788088,7,8230,0.0006260000000111177,2,0.44269776876267747
131.243.141.187,128.3.194.182,TCP,524,1033,1,1.0,0,0.0,0.0,0.0,1,0,362.471265,0.0002369999999700667,0.00011849999998503336,1.4042249996452905e-08,0.0002369999999700667,0,0,0,0,1,1,False,False,0,False,False,True,1,2,0,0.0002369999999700667,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.140.59,128.3.208.31,TCP,1073,524,0,0.0,0,0.0,0.0,0.0,0,0,362.346965,0.9795149999999921,0.1632524999999987,0.05326756934359315,0.5003330000000119,0,0,0,0,3,3,True,False,0,False,False,True,1,6,0,0.9795149999999921,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.143.154,60.224.244.42,TCP,2409,80,382,95.5,154,51.333333333333336,27360.75,5270.222222222222,382,154,361.431192,61.719885999999974,8.817126571428568,461.4810333248491,61.43721499999998,1,61.43721499999998,61.43721499999998,0,4,3,True,True,0,False,False,True,1,7,690,61.719885999999974,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.143.154,60.224.244.41,TCP,2408,80,1120,80.0,24092,1147.2380952380952,23472.428571428572,300823.8956916102,377,1460,361.431164,151.750748,4.335735657142857,632.361693558084,150.96536700000001,1,150.96536700000001,150.96536700000001,0,14,21,True,True,0,False,False,True,2,20,19694,151.276928,1,7,7,10220,10220,0.000998999999978878,0.000998999999978878,2.0,2.0,7,10220,0.000998999999978878,2,0.2
131.243.143.154,60.224.244.41,TCP,2407,80,1508,88.70588235294117,28962,1158.48,25573.384083044984,326377.68960000016,377,1460,361.430934,151.75185599999998,3.613139428571428,529.522727754858,150.95751299999995,1,150.95751299999995,150.95751299999995,0,17,25,True,True,0,False,False,True,4,14,11016,0.34773900000004687,3,16,6,23022,8636,0.0030059999999707543,0.0012499999999704414,2.0,2.0,5,7300,0.0012499999999704414,2,0.38095238095238093
131.243.142.247,118.176.235.30,TCP,1499,80,400,50.0,5299,662.375,17500.0,431283.484375,400,1460,361.329209,10.225402000000031,0.6390876250000019,2.751945650266649,5.270881000000031,2,10.041602000000069,5.020801000000034,22.759778859841354,8,8,True,True,2,True,False,True,1,15,7159,5.454680999999994,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.142.247,208.166.54.108,TCP,1497,80,514,102.8,470,156.66666666666666,42271.36,14006.222222222223,514,286,361.04863,0.0983190000000036,0.01228987500000045,0.00041694829310907216,0.04973499999999831,0,0,0,0,5,3,True,True,2,True,False,True,1,7,1168,0.09818999999998823,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.142.247,58.247.142.115,TCP,1494,80,522,87.0,470,117.5,37845.0,41418.75,522,470,360.983934,0.04246000000000549,0.00424600000000055,5.952726160009837e-05,0.01997599999998556,0,0,0,0,6,4,True,True,2,True,False,True,1,8,992,0.041711000000020704,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.141.124,128.3.161.55,TCP,524,1885,1,1.0,0,0.0,0.0,0.0,1,0,360.957686,0.0002369999999700667,0.00011849999998503336,1.4042249996452905e-08,0.0002369999999700667,0,0,0,0,1,1,False,False,0,False,False,True,1,2,0,0.0002369999999700667,0,0,0,0,0,0,0,0,0,0,0,0,1,0
128.3.164.203,131.243.141.40,TCP,389,4172,0,0.0,0,0.0,0.0,0.0,0,0,360.926442,0.0005130000000121981,0.00025650000000609907,6.579225000312883e-08,0.0005130000000121981,0,0,0,0,1,1,False,False,0,False,False,True,1,2,0,0.0005130000000121981,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.141.82,205.254.73.90,TCP,1578,80,8645,205.83333333333334,46094,687.9701492537314,47525.23412698412,410373.28269102244,519,1460,360.76356,17.85188800000003,0.16377878899082596,2.6708798082234706,17.145442000000003,1,17.145442000000003,17.145442000000003,293.9661813753641,42,67,True,True,0,False,False,True,4,55,33801,17.677047000000016,3,12,4,13140,4380,0.04635600000000295,0.03585300000003144,2.0,2.0,4,4380,0.006126999999992222,2,0.11009174311926606
131.243.142.247,205.0.3.109,TCP,1493,80,568,63.111111111111114,5390,770.0,31864.098765432096,397220.2857142857,568,1460,360.739694,0.02686399999998912,0.00167899999999932,5.164998124985122e-06,0.006363000000021657,0,0,0,0,9,7,True,True,0,False,False,True,1,14,7418,0.026504999999986012,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.143.136,128.3.164.194,TCP,1106,993,129,32.25,210,70.0,393.1875,528.666666666667,50,94,360.669362,0.14615900000001147,0.020879857142858782,0.0020258450215506992,0.13092399999999316,0,0,0,0,4,3,False,False,0,False,False,True,1,7,614,0.14615900000001147,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.141.82,205.254.73.90,TCP,1575,80,14176,202.5142857142857,88821,734.0578512396694,49627.906938775515,403882.1206201763,570,1460,360.575425,81.74150300000002,0.4279659842931938,22.41520655322633,63.391422000000034,2,80.64729600000004,40.32364800000002,4316.237570685965,70,121,True,True,0,False,False,True,8,61,39184,17.615590999999995,8,35,6,31799,6788,0.12881699999996954,0.04534699999999248,1.75,1.7714285714285714,4,4380,0.00600400000001855,2,0.18324607329842932
131.243.143.47,128.3.208.31,TCP,1902,111,0,0.0,0,0.0,0.0,0.0,0,0,360.559679,1.004624999999976,0.167437499999996,0.05597272146159044,0.5027070000000435,0,0,0,0,3,3,True,False,0,False,False,True,1,6,0,1.004624999999976,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.140.59,128.3.161.197,TCP,1066,80,0,0.0,0,0.0,0.0,0.0,0,0,360.352179,0.9715209999999956,0.16192016666666595,0.052383065469800115,0.5004519999999957,0,0,0,0,3,3,True,False,0,False,False,True,1,6,0,0.9715209999999956,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.141.187,128.3.147.175,TCP,524,1050,1,1.0,0,0.0,0.0,0.0,1,0,360.165294,0.0009859999999548563,0.0004929999999774282,2.430489999777442e-07,0.0009859999999548563,0,0,0,0,1,1,False,False,0,False,False,True,1,2,0,0.0009859999999548563,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.142.247,204.116.20.54,TCP,1489,80,333,66.6,466,233.0,17742.239999999998,54289.0,333,466,360.124448,61.47983500000004,8.782833571428577,459.6700178814137,61.29957400000001,1,61.29957400000001,61.29957400000001,3757.637772581477,5,2,True,True,0,False,False,True,1,6,1265,0.18026100000002998,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.142.214,131.243.84.177,TCP,524,1040,205,17.083333333333332,394,30.307692307692307,26.909722222222285,295.9053254437872,20,62,359.844613,11.871388000000024,0.474855520000001,5.236692818951337,11.684383999999966,1,11.684383999999966,11.684383999999966,0,12,13,False,False,0,False,False,True,1,25,1166,11.871388000000024,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.142.216,207.245.43.132,TCP,49835,80,97,12.125,11113,1111.3,1029.109375,328158.01,97,1448,359.712602,0.6849349999999959,0.038051944444444215,0.0037749135422743105,0.15190300000000434,0,0,0,0,8,10,True,True,2,True,False,False,2,5,1448,0.30664999999999054,3,13,5,11113,6769,0.15065500000002885,0.14479799999998022,1.6666666666666667,1.3846153846153846,4,4344,0.004114000000015494,2,0.7222222222222222
131.243.140.105,128.3.209.138,TCP,524,1076,241,7.774193548387097,997,58.64705882352941,63.465140478668054,472.6989619377159,16,73,359.677483,107.917419,2.2482795625,236.91290367379753,107.77028000000001,1,107.77028000000001,107.77028000000001,0,31,17,False,False,0,False,False,True,1,48,2166,107.917419,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.141.187,131.243.84.133,TCP,524,3011,1,1.0,0,0.0,0.0,0.0,1,0,359.67035,0.00036199999999553256,0.00018099999999776628,3.276099999919139e-08,0.00036199999999553256,0,0,0,0,1,1,False,False,0,False,False,True,1,2,0,0.00036199999999553256,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.143.47,128.3.208.31,TCP,1899,111,0,0.0,0,0.0,0.0,0.0,0,0,359.559162,0.9992550000000051,0.16654250000000084,0.05538142212758693,0.5025810000000206,0,0,0,0,3,3,True,False,0,False,False,True,1,6,0,0.9992550000000051,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.140.86,128.3.18.19,TCP,524,1057,1,1.0,0,0.0,0.0,0.0,1,0,359.494832,0.00023800000002438537,0.00011900000001219269,1.4161000002901859e-08,0.00023800000002438537,0,0,0,0,1,1,False,False,0,False,False,True,1,2,0,0.00023800000002438537,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.142.247,128.3.161.193,TCP,1082,524,310,38.75,262,21.833333333333332,519.6875,1242.138888888889,57,99,359.426498,0.5765180000000214,0.02882590000000107,0.005210421132989985,0.2804580000000101,0,0,0,0,8,12,False,False,0,False,False,True,1,20,744,0.5765180000000214,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.142.216,218.201.93.31,TCP,49834,80,146,29.2,709,177.25,3410.56,88033.6875,146,691,359.282205,0.31259000000000015,0.03473222222222224,0.002410648707284477,0.1409439999999904,0,0,0,0,5,4,True,True,2,True,False,True,1,8,855,0.17164600000000974,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.143.54,128.3.164.194,TCP,1099,993,131,32.75,211,70.33333333333333,411.6875,514.8888888888896,52,92,358.944301,0.2377159999999776,0.03395942857142537,0.002022846278528854,0.13393199999995886,0,0,0,0,4,3,False,False,0,False,False,True,1,7,620,0.2377159999999776,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.142.216,59.79.50.126,TCP,49833,80,88,22.0,640,213.33333333333334,1452.0,91022.22222222222,88,640,358.934417,0.2429779999999937,0.034711142857141955,0.0014145659352662763,0.08233300000000554,0,0,0,0,4,3,True,True,0,False,False,True,1,7,728,0.2429779999999937,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.141.94,131.243.160.249,TCP,1958,443,5281,107.77551020408163,54288,662.0487804878048,65900.29654310705,420640.92444973235,885,1380,358.695063,32.091094,0.24497018320610686,2.225112934110054,16.15564900000004,2,20.51574000000005,10.257870000000025,19.0103935282811,49,82,True,True,2,True,False,True,8,20,6746,2.136920000000032,14,77,8,50534,8303,10.015626999999824,4.4735279999999875,1.6428571428571428,1.7142857142857142,6,5555,0.0022559999999884894,2,0.5877862595419847
128.3.189.96,131.243.140.105,TCP,1042,524,3251,63.745098039215684,3042,32.361702127659576,680.4644367550945,1934.358533272974,105,114,358.663444,147.025151,1.0139665586206896,145.78480217899943,145.90308800000003,1,145.90308800000003,145.90308800000003,21287.71108793575,51,94,False,False,0,False,False,True,1,145,9151,147.025151,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.141.88,118.188.34.126,TCP,1585,80,401,50.125,5005,625.625,17587.609375,434832.484375,401,1460,358.514673,10.240392999999983,0.640024562499999,2.7919048813829845,5.170594999999992,2,10.118208999999979,5.0591044999999895,24.478884292995875,8,8,True,True,2,True,False,True,1,15,6866,5.292778999999996,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.141.88,208.166.54.108,TCP,1583,80,513,102.6,472,157.33333333333334,42107.04000000001,14179.555555555555,513,288,358.310796,0.09819600000002993,0.01227450000000374,0.00042498405124994786,0.05058800000000474,0,0,0,0,5,3,True,True,2,True,False,True,1,7,1169,0.09806500000001961,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.141.88,204.52.76.145,TCP,1580,80,519,86.5,470,117.5,37411.25,41418.75,519,470,358.242338,0.042723999999964235,0.004272399999996424,6.168378903992588e-05,0.020101000000011027,0,0,0,0,6,4,True,True,2,True,False,True,1,8,989,0.041848999999956504,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.160.216,131.243.143.197,TCP,1521,3198,10,10.0,0,0.0,0.0,0.0,10,0,358.195854,0.11456800000001977,0.05728400000000988,0.003281456656001132,0.11456800000001977,0,0,0,0,1,1,False,False,0,False,False,True,1,2,0,0.11456800000001977,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.140.105,131.243.235.252,TCP,524,3017,1,1.0,0,0.0,0.0,0.0,1,0,358.194992,0.0003629999999930078,0.0001814999999965039,3.294224999873092e-08,0.0003629999999930078,0,0,0,0,1,1,False,False,0,False,False,True,1,2,0,0.0003629999999930078,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.141.88,205.0.3.109,TCP,1579,80,565,70.625,5390,770.0,34915.234375,398714.2857142857,565,1460,358.079562,0.029623000000015054,0.0019748666666676703,6.446795048940297e-06,0.007753000000036536,0,0,0,0,8,7,True,True,0,False,False,True,1,13,7415,0.029611999999985983,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.141.187,128.3.19.194,TCP,524,1038,1,1.0,0,0.0,0.0,0.0,1,0,358.022722,0.00036199999999553256,0.00018099999999776628,3.276099999919139e-08,0.00036199999999553256,0,0,0,0,1,1,False,False,0,False,False,True,1,2,0,0.00036199999999553256,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.141.88,204.116.118.107,TCP,1575,80,333,66.6,466,233.0,17742.239999999998,54289.0,333,466,357.654327,62.730692999999974,8.961527571428567,478.6837656484961,62.553426,1,62.553426,62.553426,3912.9311043374764,5,2,True,True,0,False,False,True,1,6,1265,0.17726699999997209,0,0,0,0,0,0,0,0,0,0,0,0,1,0
128.3.189.96,131.243.141.187,TCP,1043,524,2062,43.87234042553192,2435,56.627906976744185,386.8347668628335,1446.8848025959983,80,99,357.608961,148.247281,1.647192011111111,233.2113592996521,145.711067,1,145.711067,145.711067,21231.715046278492,47,43,False,False,0,False,False,True,1,90,8640,148.247281,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.142.214,131.243.84.215,TCP,524,1038,137855,91.23428193249504,121351,81.71784511784512,25736.205866443343,400.07863778072624,540,119,357.043318,179.32573000000002,0.059855050066755684,4.420972767080279,97.679304,3,174.8618390000001,58.2872796666667,0,1511,1485,False,False,0,False,False,True,1,2996,516790,179.32573000000002,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.140.105,128.3.19.83,TCP,524,1038,1,1.0,0,0.0,0.0,0.0,1,0,357.041825,0.0003560000000106811,0.00017800000000534055,3.168400000190124e-08,0.0003560000000106811,0,0,0,0,1,1,False,False,0,False,False,True,1,2,0,0.0003560000000106811,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.142.214,131.243.62.195,TCP,524,3018,1,1.0,0,0.0,0.0,0.0,1,0,356.548993,0.00011999999998124622,5.999999999062311e-05,3.599999998874773e-09,0.00011999999998124622,0,0,0,0,1,1,False,False,0,False,False,True,1,2,0,0.00011999999998124622,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.141.187,128.3.183.124,TCP,524,1065,1,1.0,0,0.0,0.0,0.0,1,0,356.375225,0.00036899999997785926,0.00018449999998892963,3.404024999591503e-08,0.00036899999997785926,0,0,0,0,1,1,False,False,0,False,False,True,1,2,0,0.00036899999997785926,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.140.105,128.3.18.30,TCP,524,1032,1,1.0,0,0.0,0.0,0.0,1,0,355.723746,0.0002369999999700667,0.00011849999998503336,1.4042249996452905e-08,0.0002369999999700667,0,0,0,0,1,1,False,False,0,False,False,True,1,2,0,0.0002369999999700667,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.62.242,131.243.140.105,TCP,3013,524,1200,63.1578947368421,288,8.0,234.44875346260415,64.0,73,16,355.694257,0.3131779999999935,0.0056941454545453365,0.0005963306790334982,0.18360000000001264,0,0,0,0,19,36,False,False,0,False,False,True,1,55,2552,0.3131779999999935,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.141.141,208.189.11.185,TCP,1498,443,518,518.0,0,0.0,0.0,0.0,518,0,355.10837,0.013355000000046857,0.006677500000023429,4.4589006250312885e-05,0.013355000000046857,0,0,0,0,1,1,False,False,0,False,False,True,1,2,0,0.013355000000046857,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.141.141,208.189.11.185,TCP,1501,443,2669,205.30769230769232,5291,440.9166666666667,164286.674556213,362799.40972222213,1460,1448,355.095629,23.78490000000005,0.951396000000002,11.307331619111654,16.67434000000003,2,21.450934000000075,10.725467000000037,22.815850240836436,13,12,True,True,2,True,False,True,2,15,4921,16.675351999999975,1,5,5,5141,5141,0.0013680000000135806,0.0013680000000135806,2.0,2.0,5,5141,0.0013680000000135806,2,0.2
131.243.141.187,128.3.211.8,TCP,524,1061,1,1.0,0,0.0,0.0,0.0,1,0,354.727602,0.00036199999999553256,0.00018099999999776628,3.276099999919139e-08,0.00036199999999553256,0,0,0,0,1,1,False,False,0,False,False,True,1,2,0,0.00036199999999553256,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.141.187,128.3.236.76,TCP,524,1072,1,1.0,0,0.0,0.0,0.0,1,0,354.562952,0.005363999999985936,0.002681999999992968,7.1931239999622795e-06,0.005363999999985936,0,0,0,0,1,1,False,False,0,False,False,True,1,2,0,0.005363999999985936,0,0,0,0,0,0,0,0,0,0,0,0,1,0
