SPort,DPort,Time,Size,Flag,Dir
36780,443,1610033385.1751354,1492,PA,Backward
36780,443,1610033385.1751354,40,A,Forward
36780,443,1610033385.1761112,1492,PA,Backward
36780,443,1610033385.1761112,40,A,Forward
36780,443,1610033385.1761112,1492,PA,Backward
36780,443,1610033385.1770859,40,A,Forward
45386,443,1610033385.1770859,91,PA,Backward
45386,443,1610033385.1770859,40,A,Forward
36780,443,1610033385.1780627,1387,PA,Backward
36780,443,1610033385.1780627,40,A,Forward
36780,443,1610033385.1780627,1492,PA,Backward
36780,443,1610033385.179039,40,A,Forward
36780,443,1610033385.179039,1492,PA,Backward
36780,443,1610033385.179039,40,A,Forward
36780,443,1610033385.1800163,2839,PA,Backward
36780,443,1610033385.1800163,40,A,Forward
36780,443,1610033385.1800163,1492,PA,Backward
36780,443,1610033385.1809916,40,A,Forward
36780,443,1610033385.1809916,1492,PA,Backward
36780,443,1610033385.1809916,40,A,Forward
36780,443,1610033385.1809916,1492,PA,Backward
36780,443,1610033385.181969,40,A,Forward
36780,443,1610033385.181969,1492,PA,Backward
36780,443,1610033385.181969,40,A,Forward
36780,443,1610033385.1829453,398,PA,Backward
36780,443,1610033385.1829453,40,A,Forward
36780,443,1610033385.1829453,1492,PA,Backward
36780,443,1610033385.1839209,40,A,Forward
36780,443,1610033385.1839209,1492,PA,Backward
36780,443,1610033385.1839209,40,A,Forward
36780,443,1610033385.1848965,1387,PA,Backward
36780,443,1610033385.1848965,40,A,Forward
36780,443,1610033385.1848965,1492,PA,Backward
36780,443,1610033385.1858737,40,A,Forward
36780,443,1610033385.1858737,1492,PA,Backward
36780,443,1610033385.1858737,40,A,Forward
36780,443,1610033385.1868496,2944,PA,Backward
36780,443,1610033385.1868496,40,A,Forward
36780,443,1610033385.1868496,1492,PA,Backward
36780,443,1610033385.1878278,40,A,Forward
36780,443,1610033385.1878278,1492,PA,Backward
36780,443,1610033385.1878278,40,A,Forward
36780,443,1610033385.1888027,1492,PA,Backward
36780,443,1610033385.1888027,40,A,Forward
36780,443,1610033385.1888027,1492,PA,Backward
36780,443,1610033385.1897783,40,A,Forward
45386,443,1610033385.1897783,1616,PA,Backward
45386,443,1610033385.1897783,40,A,Forward
36784,443,1610033385.1927073,60,S,Forward
36786,443,1610033385.1936839,60,S,Forward
36780,443,1610033385.1936839,1492,PA,Backward
36780,443,1610033385.1946917,40,A,Forward
36780,443,1610033385.1946917,1492,PA,Backward
36780,443,1610033385.1956363,40,A,Forward
36780,443,1610033385.1956363,7080,PA,Backward
36780,443,1610033385.1956363,40,A,Forward
36780,443,1610033385.1966124,4274,PA,Backward
36780,443,1610033385.1966124,40,A,Forward
36780,443,1610033385.1966124,1492,PA,Backward
36780,443,1610033385.1975887,40,A,Forward
36780,443,1610033385.1975887,1492,PA,Backward
36780,443,1610033385.1975887,40,A,Forward
36780,443,1610033385.198565,2455,PA,Backward
36780,443,1610033385.198565,40,A,Forward
36780,443,1610033385.198565,1492,PA,Backward
36780,443,1610033385.1995413,40,A,Forward
36780,443,1610033385.1995413,1492,PA,Backward
36780,443,1610033385.200518,40,A,Forward
36780,443,1610033385.200518,1492,PA,Backward
36780,443,1610033385.201494,40,A,Forward
36780,443,1610033385.201494,1370,PA,Backward
36780,443,1610033385.201494,40,A,Forward
36780,443,1610033385.2024703,1492,PA,Backward
36780,443,1610033385.2024703,40,A,Forward
36780,443,1610033385.2024703,12218,PA,Backward
36780,443,1610033385.2034469,40,A,Forward
36780,443,1610033385.2034469,9944,PA,Backward
36780,443,1610033385.2034469,40,A,Forward
36780,443,1610033385.2044232,4213,PA,Backward
36780,443,1610033385.2044232,40,A,Forward
36780,443,1610033385.2044232,1492,PA,Backward
36780,443,1610033385.205399,40,A,Forward
36780,443,1610033385.205399,1492,PA,Backward
36780,443,1610033385.2063756,40,A,Forward
36780,443,1610033385.2063756,1492,PA,Backward
36780,443,1610033385.2063756,40,A,Forward
36780,443,1610033385.207352,754,PA,Backward
36780,443,1610033385.207352,40,A,Forward
36780,443,1610033385.207352,1492,PA,Backward
36780,443,1610033385.2083282,40,A,Forward
36780,443,1610033385.2083282,1492,PA,Backward
36780,443,1610033385.2083282,40,A,Forward
36780,443,1610033385.2093043,1492,PA,Backward
36780,443,1610033385.2093043,40,A,Forward
36780,443,1610033385.2093043,1492,PA,Backward
36780,443,1610033385.210281,40,A,Forward
36780,443,1610033385.210281,1492,PA,Backward
36780,443,1610033385.211257,40,A,Forward
36780,443,1610033385.211257,1492,PA,Backward
36780,443,1610033385.211257,40,A,Forward
36780,443,1610033385.2122333,2944,PA,Backward
36780,443,1610033385.2122333,40,A,Forward
36780,443,1610033385.2122333,1492,PA,Backward
36780,443,1610033385.2132096,40,A,Forward
36780,443,1610033385.2132096,1492,PA,Backward
36780,443,1610033385.2141857,40,A,Forward
36780,443,1610033385.2141857,1492,PA,Backward
36780,443,1610033385.2151623,40,A,Forward
36780,443,1610033385.2151623,1492,PA,Backward
36780,443,1610033385.2151623,40,A,Forward
36780,443,1610033385.2161388,1492,PA,Backward
36780,443,1610033385.2161388,40,A,Forward
36780,443,1610033385.2171152,1492,PA,Backward
36780,443,1610033385.2171152,40,A,Forward
36780,443,1610033385.2171152,1492,PA,Backward
36780,443,1610033385.2180917,40,A,Forward
36780,443,1610033385.2180917,1492,PA,Backward
36780,443,1610033385.2180917,40,A,Forward
36780,443,1610033385.2190673,1492,PA,Backward
36780,443,1610033385.2190673,40,A,Forward
36780,443,1610033385.2190673,1492,PA,Backward
36780,443,1610033385.2200437,40,A,Forward
36780,443,1610033385.2200437,1492,PA,Backward
36780,443,1610033385.2200437,40,A,Forward
36780,443,1610033385.221024,1492,PA,Backward
36780,443,1610033385.221024,40,A,Forward
36780,443,1610033385.221024,1492,PA,Backward
36780,443,1610033385.2219965,40,A,Forward
36780,443,1610033385.2219965,1492,PA,Backward
36780,443,1610033385.2219965,40,A,Forward
36780,443,1610033385.2229729,5848,PA,Backward
36780,443,1610033385.2229729,40,A,Forward
36780,443,1610033385.2229729,1492,PA,Backward
36780,443,1610033385.223949,40,A,Forward
36780,443,1610033385.223949,2944,PA,Backward
36780,443,1610033385.223949,40,A,Forward
36780,443,1610033385.2249258,1492,PA,Backward
36780,443,1610033385.2249258,40,A,Forward
36780,443,1610033385.2249258,1492,PA,Backward
36780,443,1610033385.225902,40,A,Forward
36780,443,1610033385.225902,1492,PA,Backward
36780,443,1610033385.225902,40,A,Forward
36780,443,1610033385.2268782,1492,PA,Backward
36780,443,1610033385.2268782,40,A,Forward
36780,443,1610033385.2268782,4396,PA,Backward
36780,443,1610033385.2278545,40,A,Forward
36780,443,1610033385.2278545,1492,PA,Backward
36780,443,1610033385.2278545,40,A,Forward
36780,443,1610033385.2288308,1492,PA,Backward
36780,443,1610033385.2288308,40,A,Forward
36780,443,1610033385.2288308,1492,PA,Backward
36780,443,1610033385.229807,40,A,Forward
36780,443,1610033385.229807,1492,PA,Backward
36780,443,1610033385.2307835,40,A,Forward
36780,443,1610033385.2307835,1492,PA,Backward
36780,443,1610033385.2307835,40,A,Forward
36780,443,1610033385.23176,1492,PA,Backward
36780,443,1610033385.23176,40,A,Forward
36780,443,1610033385.23176,1492,PA,Backward
36780,443,1610033385.2327344,40,A,Forward
36780,443,1610033385.2327344,1492,PA,Backward
36780,443,1610033385.2327344,40,A,Forward
36780,443,1610033385.2327344,1492,PA,Backward
36780,443,1610033385.2337117,40,A,Forward
36780,443,1610033385.2337117,1492,PA,Backward
36780,443,1610033385.234687,40,A,Forward
36780,443,1610033385.234687,1492,PA,Backward
36780,443,1610033385.234687,40,A,Forward
36780,443,1610033385.235665,1492,PA,Backward
36780,443,1610033385.235665,40,A,Forward
36780,443,1610033385.235665,1492,PA,Backward
36780,443,1610033385.235665,40,A,Forward
36780,443,1610033385.236641,1492,PA,Backward
36780,443,1610033385.236641,40,A,Forward
36780,443,1610033385.236641,1492,PA,Backward
36780,443,1610033385.2376163,40,A,Forward
36780,443,1610033385.2376163,2944,PA,Backward
36780,443,1610033385.2376163,40,A,Forward
36780,443,1610033385.2385929,1492,PA,Backward
36780,443,1610033385.2385929,40,A,Forward
36780,443,1610033385.2385929,1492,PA,Backward
36780,443,1610033385.239569,40,A,Forward
36780,443,1610033385.239569,1492,PA,Backward
36780,443,1610033385.2405467,40,A,Forward
36780,443,1610033385.2405467,1492,PA,Backward
36780,443,1610033385.2405467,40,A,Forward
36780,443,1610033385.2415214,1492,PA,Backward
36780,443,1610033385.2415214,40,A,Forward
36780,443,1610033385.2415214,1492,PA,Backward
36780,443,1610033385.2424984,40,A,Forward
36780,443,1610033385.2424984,1492,PA,Backward
36780,443,1610033385.2424984,40,A,Forward
36780,443,1610033385.2434747,1492,PA,Backward
36780,443,1610033385.2434747,40,A,Forward
36780,443,1610033385.2434747,2944,PA,Backward
36780,443,1610033385.2444532,40,A,Forward
36786,443,1610033385.2444532,44,SA,Backward
36786,443,1610033385.2444532,40,A,Forward
36784,443,1610033385.245427,44,SA,Backward
36784,443,1610033385.245427,40,A,Forward
36786,443,1610033385.245427,557,PA,Forward
36786,443,1610033385.2464037,40,A,Backward
36784,443,1610033385.2464037,557,PA,Forward
36784,443,1610033385.2464037,40,A,Backward
36780,443,1610033385.247381,4396,PA,Backward
36780,443,1610033385.247381,40,A,Forward
36780,443,1610033385.247381,1492,PA,Backward
36780,443,1610033385.2483559,40,A,Forward
36780,443,1610033385.2483559,1492,PA,Backward
36780,443,1610033385.2483559,40,A,Forward
36780,443,1610033385.249333,1492,PA,Backward
36780,443,1610033385.249333,40,A,Forward
36780,443,1610033385.249333,1492,PA,Backward
36780,443,1610033385.2503104,40,A,Forward
36780,443,1610033385.2503104,1492,PA,Backward
36780,443,1610033385.2503104,40,A,Forward
36780,443,1610033385.2512858,5848,PA,Backward
36780,443,1610033385.2512858,40,A,Forward
36780,443,1610033385.2522624,2944,PA,Backward
36780,443,1610033385.2522624,40,A,Forward
36780,443,1610033385.2522624,2944,PA,Backward
36780,443,1610033385.2532377,40,A,Forward
36780,443,1610033385.2532377,2944,PA,Backward
36780,443,1610033385.2532377,40,A,Forward
36780,443,1610033385.2542152,2944,PA,Backward
36780,443,1610033385.2542152,40,A,Forward
36780,443,1610033385.2542152,2944,PA,Backward
36780,443,1610033385.2542152,40,A,Forward
36780,443,1610033385.2551904,1492,PA,Backward
36780,443,1610033385.2551904,40,A,Forward
36780,443,1610033385.256166,5848,PA,Backward
36780,443,1610033385.256166,40,A,Forward
36780,443,1610033385.256166,1492,PA,Backward
36780,443,1610033385.2571428,40,A,Forward
36780,443,1610033385.2571428,2944,PA,Backward
36780,443,1610033385.2571428,40,A,Forward
36780,443,1610033385.2571428,1492,PA,Backward
36780,443,1610033385.2581193,40,A,Forward
36786,443,1610033385.2581193,1492,PA,Backward
36786,443,1610033385.2581193,40,A,Forward
36786,443,1610033385.2590952,1376,PA,Backward
36786,443,1610033385.2590952,40,A,Forward
36784,443,1610033385.2590952,1492,PA,Backward
36784,443,1610033385.2600741,40,A,Forward
36784,443,1610033385.2600741,1376,PA,Backward
36784,443,1610033385.2610478,40,A,Forward
36784,443,1610033385.2610478,104,PA,Forward
36784,443,1610033385.2610478,40,A,Backward
36784,443,1610033385.262023,210,PA,Forward
36784,443,1610033385.262023,355,PA,Forward
36784,443,1610033385.262023,40,A,Backward
36784,443,1610033385.263,40,A,Backward
36786,443,1610033385.263,104,PA,Forward
36786,443,1610033385.263,40,A,Backward
36786,443,1610033385.2639768,227,PA,Forward
36786,443,1610033385.2639768,40,A,Backward
36784,443,1610033385.2649546,146,PA,Forward
36784,443,1610033385.2649546,40,A,Backward
36780,443,1610033385.2649546,1492,PA,Backward
36780,443,1610033385.2659292,40,A,Forward
36780,443,1610033385.2659292,4396,PA,Backward
36780,443,1610033385.2659292,40,A,Forward
36780,443,1610033385.2669055,4396,PA,Backward
36780,443,1610033385.2669055,40,A,Forward
36780,443,1610033385.2669055,1492,PA,Backward
36780,443,1610033385.2678819,40,A,Forward
36780,443,1610033385.2678819,1492,PA,Backward
36780,443,1610033385.2678819,40,A,Forward
36780,443,1610033385.2688584,29953,PA,Backward
36780,443,1610033385.2688584,40,A,Forward
36784,443,1610033385.2688584,552,PA,Backward
36784,443,1610033385.2698338,40,A,Forward
36784,443,1610033385.2698338,71,PA,Forward
36784,443,1610033385.2698338,40,A,Backward
36784,443,1610033385.2708106,71,PA,Backward
36784,443,1610033385.2708106,40,A,Forward
36786,443,1610033385.2708106,552,PA,Backward
36786,443,1610033385.2717881,40,A,Forward
36786,443,1610033385.2717881,64,PA,Forward
36786,443,1610033385.2717881,40,FA,Forward
36786,443,1610033385.2717881,40,A,Backward
36786,443,1610033385.2727628,40,A,Backward
36786,443,1610033385.2727628,71,PA,Backward
36786,443,1610033385.2727628,40,R,Forward
36784,443,1610033385.2737398,1431,PA,Backward
36784,443,1610033385.2737398,40,A,Forward
36784,443,1610033385.2737398,2822,PA,Backward
36784,443,1610033385.2747154,40,A,Forward
36784,443,1610033385.2747154,1492,PA,Backward
36784,443,1610033385.2747154,40,A,Forward
36784,443,1610033385.2756927,2944,PA,Backward
36784,443,1610033385.2756927,40,A,Forward
36784,443,1610033385.2756927,1492,PA,Backward
36784,443,1610033385.276704,40,A,Forward
36784,443,1610033385.2776449,1492,PA,Backward
36784,443,1610033385.2776449,40,A,Forward
36784,443,1610033385.2776449,1126,PA,Backward
36784,443,1610033385.2786205,40,A,Forward
36784,443,1610033385.2786205,10837,PA,Backward
36784,443,1610033385.2795973,40,A,Forward
36784,443,1610033385.2795973,2880,A,Backward
36784,443,1610033385.2795973,40,A,Forward
36784,443,1610033385.2805743,43,PA,Backward
36784,443,1610033385.2805743,1370,PA,Backward
36784,443,1610033385.2805743,1492,PA,Backward
36784,443,1610033385.2815492,40,A,Forward
36784,443,1610033385.2815492,1492,PA,Backward
36784,443,1610033385.2815492,40,A,Forward
36784,443,1610033385.2825263,1492,PA,Backward
36784,443,1610033385.2825263,1492,PA,Backward
36784,443,1610033385.2825263,7300,PA,Backward
36784,443,1610033385.2835038,1492,PA,Backward
36784,443,1610033385.2835038,40,A,Forward
36784,443,1610033385.2835038,1492,PA,Backward
36784,443,1610033385.2844784,40,A,Forward
36784,443,1610033385.2844784,692,PA,Backward
36784,443,1610033385.2844784,40,A,Forward
35536,443,1610033385.285456,40,A,Forward
35536,443,1610033385.285456,40,A,Backward
36780,443,1610033385.2864325,161,PA,Forward
36780,443,1610033385.2864325,40,A,Backward
36780,443,1610033385.2864325,127,PA,Forward
36780,443,1610033385.2874079,40,A,Backward
36780,443,1610033385.2874079,135,PA,Forward
36780,443,1610033385.2874079,40,A,Backward
36780,443,1610033385.2883832,125,PA,Forward
36780,443,1610033385.2883832,40,A,Backward
36780,443,1610033385.2883832,127,PA,Forward
36780,443,1610033385.2893598,40,A,Backward
36780,443,1610033385.2893598,125,PA,Forward
36780,443,1610033385.2893598,40,A,Backward
36780,443,1610033385.2903435,128,PA,Forward
36780,443,1610033385.2903435,40,A,Backward
36780,443,1610033385.2913141,116,PA,Forward
36780,443,1610033385.2913141,40,A,Backward
44700,443,1610033385.2913141,60,S,Forward
36780,443,1610033385.2922893,1231,PA,Backward
36780,443,1610033385.2922893,40,A,Forward
36780,443,1610033385.2922893,71,PA,Backward
36780,443,1610033385.2932646,40,A,Forward
36780,443,1610033385.2932646,1302,PA,Backward
36780,443,1610033385.2932646,40,A,Forward
36780,443,1610033385.2942412,71,PA,Backward
36780,443,1610033385.2942412,40,A,Forward
36780,443,1610033385.2942412,1492,PA,Backward
36780,443,1610033385.295216,40,A,Forward
36780,443,1610033385.295216,1492,PA,Backward
36780,443,1610033385.295216,40,A,Forward
36780,443,1610033385.2961943,1492,PA,Backward
36780,443,1610033385.2961943,40,A,Forward
36780,443,1610033385.2961943,1492,PA,Backward
36780,443,1610033385.2971706,40,A,Forward
36780,443,1610033385.2971706,315,PA,Backward
36780,443,1610033385.2971706,40,A,Forward
36780,443,1610033385.2971706,71,PA,Backward
36780,443,1610033385.2981465,40,A,Forward
48584,443,1610033385.2981465,301,PA,Forward
48584,443,1610033385.299122,40,A,Backward
36780,443,1610033385.299122,5848,PA,Backward
36780,443,1610033385.3001115,40,A,Forward
36780,443,1610033385.3001115,256,PA,Backward
36780,443,1610033385.3010783,40,A,Forward
36780,443,1610033385.3010783,71,PA,Backward
36780,443,1610033385.3010783,40,A,Forward
36780,443,1610033385.302053,1492,PA,Backward
36780,443,1610033385.302053,40,A,Forward
36780,443,1610033385.302053,2944,PA,Backward
36780,443,1610033385.30303,40,A,Forward
36780,443,1610033385.30303,1492,PA,Backward
36780,443,1610033385.30303,40,A,Forward
36780,443,1610033385.3040054,1492,PA,Backward
36780,443,1610033385.3040054,40,A,Forward
36780,443,1610033385.3040054,1492,PA,Backward
36780,443,1610033385.3049803,40,A,Forward
36780,443,1610033385.3049803,1492,PA,Backward
36780,443,1610033385.3049803,40,A,Forward
36780,443,1610033385.3059578,1492,PA,Backward
36780,443,1610033385.3059578,40,A,Forward
36780,443,1610033385.3059578,1492,PA,Backward
36780,443,1610033385.3069348,40,A,Forward
36780,443,1610033385.3069348,1492,PA,Backward
36780,443,1610033385.3069348,40,A,Forward
36780,443,1610033385.3069348,1926,PA,Backward
36780,443,1610033385.3079102,40,A,Forward
36780,443,1610033385.3079102,1492,PA,Backward
36780,443,1610033385.3079102,40,A,Forward
36780,443,1610033385.3088868,1492,PA,Backward
36780,443,1610033385.3088868,40,A,Forward
36780,443,1610033385.3088868,1492,PA,Backward
36780,443,1610033385.3098621,40,A,Forward
36780,443,1610033385.3098621,1492,PA,Backward
36780,443,1610033385.310838,40,A,Forward
36780,443,1610033385.310838,1492,PA,Backward
36780,443,1610033385.310838,40,A,Forward
36780,443,1610033385.3118138,1492,PA,Backward
36780,443,1610033385.3118138,40,A,Forward
36780,443,1610033385.3118138,1492,PA,Backward
36780,443,1610033385.312792,40,A,Forward
36780,443,1610033385.312792,1492,PA,Backward
36780,443,1610033385.312792,40,A,Forward
36780,443,1610033385.3137686,1492,PA,Backward
36780,443,1610033385.3137686,40,A,Forward
36780,443,1610033385.3147435,1492,PA,Backward
36780,443,1610033385.3147435,40,A,Forward
36780,443,1610033385.3147435,1492,PA,Backward
36780,443,1610033385.315721,40,A,Forward
36780,443,1610033385.315721,861,PA,Backward
36780,443,1610033385.315721,40,A,Forward
36780,443,1610033385.315721,2944,PA,Backward
36780,443,1610033385.3166962,40,A,Forward
36780,443,1610033385.3166962,1492,PA,Backward
36780,443,1610033385.3166962,40,A,Forward
36780,443,1610033385.3176732,1492,PA,Backward
36780,443,1610033385.3176732,40,A,Forward
36780,443,1610033385.3176732,1492,PA,Backward
36780,443,1610033385.3186483,40,A,Forward
36780,443,1610033385.3186483,1492,PA,Backward
36780,443,1610033385.3186483,40,A,Forward
36780,443,1610033385.3196251,1492,PA,Backward
36780,443,1610033385.3196251,40,A,Forward
36780,443,1610033385.3196251,1492,PA,Backward
36780,443,1610033385.3206007,40,A,Forward
36780,443,1610033385.3206007,1492,PA,Backward
36780,443,1610033385.3206007,40,A,Forward
36780,443,1610033385.3215778,1492,PA,Backward
36780,443,1610033385.3215778,40,A,Forward
36780,443,1610033385.3215778,1492,PA,Backward
36780,443,1610033385.3225546,40,A,Forward
36780,443,1610033385.3225546,1926,PA,Backward
36780,443,1610033385.3225546,40,A,Forward
36780,443,1610033385.32353,1492,PA,Backward
36780,443,1610033385.32353,40,A,Forward
36780,443,1610033385.32353,1492,PA,Backward
36780,443,1610033385.3245194,40,A,Forward
36780,443,1610033385.3245194,1144,PA,Backward
36780,443,1610033385.3245194,40,A,Forward
36780,443,1610033385.3254843,2975,PA,Backward
36780,443,1610033385.3254843,40,A,Forward
36780,443,1610033385.3254843,1492,PA,Backward
36780,443,1610033385.3264606,40,A,Forward
36780,443,1610033385.3264606,1492,PA,Backward
36780,443,1610033385.3264606,40,A,Forward
36780,443,1610033385.3274362,1492,PA,Backward
36780,443,1610033385.3274362,40,A,Forward
36780,443,1610033385.3274362,1492,PA,Backward
36780,443,1610033385.3284125,40,A,Forward
36780,443,1610033385.3284125,1492,PA,Backward
36780,443,1610033385.3284125,40,A,Forward
36780,443,1610033385.329389,1492,PA,Backward
36780,443,1610033385.329389,40,A,Forward
36780,443,1610033385.329389,1492,PA,Backward
36780,443,1610033385.3303645,40,A,Forward
36780,443,1610033385.3303645,1492,PA,Backward
36780,443,1610033385.3313406,40,A,Forward
36780,443,1610033385.3313406,1492,PA,Backward
36780,443,1610033385.3313406,40,A,Forward
36780,443,1610033385.3313406,474,PA,Backward
36780,443,1610033385.3323164,40,A,Forward
36780,443,1610033385.3323164,1492,PA,Backward
36780,443,1610033385.3323164,40,A,Forward
36780,443,1610033385.333293,1492,PA,Backward
36780,443,1610033385.333293,40,A,Forward
36780,443,1610033385.333293,1492,PA,Backward
36780,443,1610033385.3342702,40,A,Forward
36780,443,1610033385.3342702,1492,PA,Backward
36780,443,1610033385.3342702,40,A,Forward
36780,443,1610033385.3352473,1492,PA,Backward
36780,443,1610033385.3352473,40,A,Forward
36780,443,1610033385.3352473,1492,PA,Backward
36780,443,1610033385.3362224,40,A,Forward
36780,443,1610033385.3362224,9681,PA,Backward
36780,443,1610033385.3362224,40,A,Forward
36780,443,1610033385.337198,1492,PA,Backward
36780,443,1610033385.337198,40,A,Forward
36780,443,1610033385.337198,1492,PA,Backward
36780,443,1610033385.3381748,40,A,Forward
36780,443,1610033385.3381748,1492,PA,Backward
36780,443,1610033385.3381748,40,A,Forward
36780,443,1610033385.3391519,1492,PA,Backward
36780,443,1610033385.3391519,40,A,Forward
36780,443,1610033385.3391519,1492,PA,Backward
36780,443,1610033385.340127,40,A,Forward
36780,443,1610033385.340127,1492,PA,Backward
36780,443,1610033385.340127,40,A,Forward
36780,443,1610033385.3411028,474,PA,Backward
36780,443,1610033385.3411028,40,A,Forward
36780,443,1610033385.3411028,1492,PA,Backward
36780,443,1610033385.3420815,40,A,Forward
36780,443,1610033385.3420815,1492,PA,Backward
36780,443,1610033385.3420815,40,A,Forward
36780,443,1610033385.3430564,1492,PA,Backward
36780,443,1610033385.3430564,40,A,Forward
36780,443,1610033385.3430564,1492,PA,Backward
36780,443,1610033385.344032,40,A,Forward
36780,443,1610033385.344032,1492,PA,Backward
36780,443,1610033385.344032,40,A,Forward
36780,443,1610033385.3450072,1492,PA,Backward
36780,443,1610033385.3450072,40,A,Forward
36780,443,1610033385.345985,1492,PA,Backward
36780,443,1610033385.345985,40,A,Forward
36780,443,1610033385.345985,1492,PA,Backward
36780,443,1610033385.3469615,40,A,Forward
36780,443,1610033385.3469615,1492,PA,Backward
36780,443,1610033385.3469615,40,A,Forward
36780,443,1610033385.3469615,1492,PA,Backward
36780,443,1610033385.3479383,40,A,Forward
36780,443,1610033385.3479383,4396,PA,Backward
36780,443,1610033385.3479383,40,A,Forward
36780,443,1610033385.3489134,1492,PA,Backward
36780,443,1610033385.3489134,40,A,Forward
36780,443,1610033385.3489134,1492,PA,Backward
36780,443,1610033385.3498902,40,A,Forward
36780,443,1610033385.3498902,1492,PA,Backward
36780,443,1610033385.350865,40,A,Forward
36780,443,1610033385.350865,1492,PA,Backward
36780,443,1610033385.350865,40,A,Forward
36780,443,1610033385.3518434,1492,PA,Backward
36780,443,1610033385.3518434,40,A,Forward
36780,443,1610033385.3518434,1492,PA,Backward
36780,443,1610033385.35282,40,A,Forward
48584,443,1610033385.35282,184,PA,Forward
48584,443,1610033385.35282,40,A,Backward
44700,443,1610033385.3537948,44,SA,Backward
44700,443,1610033385.3537948,40,A,Forward
44700,443,1610033385.3537948,687,PA,Forward
44700,443,1610033385.3547847,40,A,Backward
48584,443,1610033385.3547847,160,PA,Forward
48584,443,1610033385.3547847,40,A,Backward
47522,443,1610033385.3577,40,A,Forward
47522,443,1610033385.3577,40,A,Backward
48584,443,1610033385.3586764,171,PA,Forward
48584,443,1610033385.3586764,40,A,Backward
48584,443,1610033385.3586764,756,PA,Backward
48584,443,1610033385.3596537,40,A,Forward
48584,443,1610033385.3596537,71,PA,Backward
48584,443,1610033385.3596537,40,A,Forward
36490,443,1610033385.3606284,40,FA,Backward
36490,443,1610033385.3606284,71,PA,Forward
36490,443,1610033385.3606284,40,FA,Forward
36780,443,1610033385.3616064,1492,PA,Backward
36780,443,1610033385.3616064,40,A,Forward
36490,443,1610033385.3616064,40,A,Backward
36490,443,1610033385.362582,40,A,Backward
36780,443,1610033385.363559,1492,PA,Backward
36780,443,1610033385.363559,40,A,Forward
36780,443,1610033385.363559,1492,PA,Backward
36780,443,1610033385.364534,40,A,Forward
36780,443,1610033385.364534,1492,PA,Backward
36780,443,1610033385.364534,40,A,Forward
48584,443,1610033385.364534,1490,PA,Backward
48584,443,1610033385.3655114,40,A,Forward
48584,443,1610033385.3655114,1490,PA,Backward
48584,443,1610033385.366488,40,A,Forward
48584,443,1610033385.366488,1490,PA,Backward
48584,443,1610033385.366488,40,A,Forward
48584,443,1610033385.366488,1490,PA,Backward
48584,443,1610033385.3674629,40,A,Forward
48584,443,1610033385.3674629,1490,PA,Backward
48584,443,1610033385.3674629,40,A,Forward
48584,443,1610033385.3684402,1490,PA,Backward
48584,443,1610033385.3684402,40,A,Forward
48584,443,1610033385.3684402,1490,PA,Backward
48584,443,1610033385.3694155,40,A,Forward
48584,443,1610033385.3694155,1490,PA,Backward
48584,443,1610033385.3694155,40,A,Forward
48584,443,1610033385.370393,1490,PA,Backward
48584,443,1610033385.370393,40,A,Forward
48584,443,1610033385.370393,1490,PA,Backward
48584,443,1610033385.371374,40,A,Forward
48584,443,1610033385.371374,1490,PA,Backward
48584,443,1610033385.371374,40,A,Forward
48584,443,1610033385.3723443,1490,PA,Backward
48584,443,1610033385.3723443,40,A,Forward
48584,443,1610033385.3723443,1490,PA,Backward
48584,443,1610033385.373322,40,A,Forward
48584,443,1610033385.373322,1490,PA,Backward
48584,443,1610033385.373322,40,A,Forward
48584,443,1610033385.3742971,1490,PA,Backward
48584,443,1610033385.3742971,40,A,Forward
48584,443,1610033385.3742971,1490,PA,Backward
48584,443,1610033385.3752744,40,A,Forward
48584,443,1610033385.3752744,1490,PA,Backward
48584,443,1610033385.3752744,40,A,Forward
48584,443,1610033385.3762493,1490,PA,Backward
48584,443,1610033385.3762493,40,A,Forward
44958,443,1610033385.3762493,118,PA,Forward
48584,443,1610033385.3772283,1490,PA,Backward
48584,443,1610033385.3772283,40,A,Forward
44958,443,1610033385.3772283,40,A,Backward
48584,443,1610033385.3782022,1490,PA,Backward
48584,443,1610033385.3782022,40,A,Forward
48584,443,1610033385.3782022,1490,PA,Backward
48584,443,1610033385.379179,40,A,Forward
48584,443,1610033385.379179,1490,PA,Backward
48584,443,1610033385.3801553,40,A,Forward
48584,443,1610033385.3801553,1490,PA,Backward
48584,443,1610033385.3801553,40,A,Forward
48584,443,1610033385.3811314,1490,PA,Backward
48584,443,1610033385.3811314,40,A,Forward
48584,443,1610033385.3811314,1490,PA,Backward
48584,443,1610033385.382108,40,A,Forward
48584,443,1610033385.382108,1490,PA,Backward
48584,443,1610033385.382108,40,A,Forward
48584,443,1610033385.3830836,1490,PA,Backward
48584,443,1610033385.3830836,40,A,Forward
48584,443,1610033385.3830836,1490,PA,Backward
48584,443,1610033385.3830836,40,A,Forward
48584,443,1610033385.3840604,1490,PA,Backward
48584,443,1610033385.3840604,40,A,Forward
48584,443,1610033385.3840604,1490,PA,Backward
48584,443,1610033385.385038,40,A,Forward
48584,443,1610033385.385038,237,PA,Forward
48584,443,1610033385.385038,40,A,Backward
48584,443,1610033385.3860147,1490,PA,Backward
48584,443,1610033385.3860147,40,A,Forward
48584,443,1610033385.3860147,1490,PA,Backward
